algo,rho
GAMLSS,0.3047568941101852
GAMLSS,0.19635352441119727
GAMLSS,-0.10187894571536342
GAMLSS,0.1936224350717909
GAMLSS,-0.08019866511227437
GAMLSS,0.0745029981741747
GAMLSS,0.048595626919265375
GAMLSS,0.055137730584635815
GAMLSS,0.23772541101894107
GAMLSS,-0.0012215432652690208
GAMLSS,0.1833975161310931
GAMLSS,0.19147788278460334
GAMLSS,0.10059282737450222
GAMLSS,0.05045442211374298
GAMLSS,-0.2663173312091506
GAMLSS,0.22380296442900666
GAMLSS,-0.13683009503787755
GAMLSS,0.05780717281267175
GAMLSS,0.02574073993637947
GAMLSS,0.0718810314847467
GAMLSS,0.054666935535004256
GAMLSS,-0.09015234308024468
GAMLSS,0.1760615995013905
GAMLSS,0.18206486613155326
GAMLSS,0.04093797133934819
GAMLSS,0.3261044918849388
GAMLSS,0.24537086458882068
GAMLSS,-0.1564471096061893
GAMLSS,0.02906634260670279
GAMLSS,-0.10529634587822324
GAMLSS,0.2116399595482906
GAMLSS,0.08978397923770051
GAMLSS,0.1799563375573854
GAMLSS,0.1364272977809415
GAMLSS,0.03904287820471547
GAMLSS,-0.02416065168903569
GAMLSS,0.04895703436237536
GAMLSS,-0.07230237971174239
GAMLSS,0.11598950122652647
GAMLSS,-0.07351084973979605
GAMLSS,0.0021952371723675153
GAMLSS,0.16449453579614945
GAMLSS,0.09313473695283898
GAMLSS,-0.09092856669888794
GAMLSS,-0.28270718444045034
GAMLSS,0.07703848861758682
GAMLSS,-0.14715075291996768
GAMLSS,0.1732033942756954
GAMLSS,0.42084923857227974
GAMLSS,-0.01589274806921359
GAMLSS,0.14473813159688168
GAMLSS,0.12469835970607242
GAMLSS,0.2338346874877241
GAMLSS,0.13891915393216642
GAMLSS,0.036223109473004465
GAMLSS,0.01834085250461892
GAMLSS,0.06219300834021735
GAMLSS,0.04958904859977744
GAMLSS,0.09721217344995274
GAMLSS,-0.16093015068004837
GAMLSS,0.11720212709076706
GAMLSS,0.20961083828430532
GAMLSS,-0.013269417276973013
GAMLSS,0.012748428351349773
GAMLSS,-0.058897871664351745
GAMLSS,0.292080362399634
GAMLSS,0.22281081599462801
GAMLSS,0.31020829597823013
GAMLSS,0.03806580309757915
GAMLSS,-0.12208937678603969
GAMLSS,-0.1514031447030789
GAMLSS,0.21781332758442443
GAMLSS,0.14518437766806944
GAMLSS,0.1307614890272753
GAMLSS,0.006939782028774726
GAMLSS,0.05219803151981019
GAMLSS,0.2773054874088332
GAMLSS,0.16409315618056022
GAMLSS,0.054098865914735124
GAMLSS,0.3287869672815922
GAMLSS,0.032876752474116394
GAMLSS,0.12128095954321261
GAMLSS,-0.03841046328659143
GAMLSS,0.08964994471975128
GAMLSS,0.3820756213609544
GAMLSS,0.05370462729053333
GAMLSS,-0.14405132265353662
GAMLSS,0.03669940853482145
GAMLSS,-0.19366319979931898
GAMLSS,-0.01984565217922568
GAMLSS,0.15991594659674005
GAMLSS,0.17867858378393314
GAMLSS,-0.33353442199519345
GAMLSS,0.2224093919068798
GAMLSS,-0.053043195000947556
GAMLSS,0.265503232269131
GAMLSS,0.13134942884024042
GAMLSS,-0.0804388387026771
GAMLSS,0.2626119162390835
GAMLSS,0.18312487861948196
GAMLSS,0.07000431394605097
GAMLSS,-0.069273895608662
GAMLSS,0.1730564093224541
GAMLSS,0.01301611188628625
GAMLSS,0.06756588558405331
GAMLSS,-0.028459889714033244
GAMLSS,0.039504785248598136
GAMLSS,0.015375673987603648
GAMLSS,-0.18367607219413676
GAMLSS,0.4530749662449285
GAMLSS,0.09414967496518947
GAMLSS,0.036544133999613676
GAMLSS,0.30574707586102123
GAMLSS,0.021404683815761657
GAMLSS,0.009432177085587376
GAMLSS,0.0025658036293136847
GAMLSS,0.163403541136711
GAMLSS,0.15347066430305334
GAMLSS,-0.042488461400661585
GAMLSS,0.18460125778056877
GAMLSS,0.05980293895016175
GAMLSS,0.035443815982547464
GAMLSS,-0.014790360919903977
GAMLSS,-0.08897977213000517
GAMLSS,0.3303950867448331
GAMLSS,0.20049242723437188
GAMLSS,0.27523058936714884
GAMLSS,0.11090398970884226
GAMLSS,0.2518770904980915
GAMLSS,0.09827781436095202
GAMLSS,-0.046473828871710816
GAMLSS,0.04959277164121227
GAMLSS,0.1708148887855246
GAMLSS,0.016225416140582413
GAMLSS,0.01747283631655737
GAMLSS,0.29365756345692584
GAMLSS,0.24398696914859686
GAMLSS,0.3106260598900034
GAMLSS,-0.011297195084291597
GAMLSS,0.18334535604934385
GAMLSS,-0.12058278101531653
GAMLSS,0.18257416123511927
GAMLSS,-0.10819929870473854
GAMLSS,-0.3306901785472045
GAMLSS,0.09636700996881536
GAMLSS,0.16252642690757133
GAMLSS,0.37677736031158976
GAMLSS,0.17007065548928468
GAMLSS,-0.013755639378464189
GAMLSS,0.09942932670520173
GAMLSS,-0.17395290904246308
